ville,pays,latitude,longitude,date_heure,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-07 21:00:00+00:00,1,158.03,0.01,1.27,12.37,0.18,2.87,4.67,1.82
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-07 22:00:00+00:00,1,157.04,0.01,1.21,11.58,0.16,2.86,4.38,1.82
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-07 23:00:00+00:00,1,156.54,0.01,1.15,11.03,0.14,2.86,4.18,1.79
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 00:00:00+00:00,1,155.57,0.01,1.09,10.61,0.13,2.83,4.02,1.75
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 01:00:00+00:00,1,154.07,0.01,1.0,9.69,0.1,2.75,3.84,1.38
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 02:00:00+00:00,1,153.41,0.01,0.91,8.55,0.08,2.72,3.77,0.96
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 03:00:00+00:00,1,155.22,0.03,0.83,7.51,0.08,2.81,4.04,0.75
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 04:00:00+00:00,1,163.54,0.11,0.81,6.94,0.12,3.12,5.22,0.69
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 05:00:00+00:00,1,175.38,0.17,0.9,7.46,0.16,3.51,6.69,0.75
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 06:00:00+00:00,1,184.93,0.17,0.97,9.81,0.19,3.86,7.5,1.08
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 07:00:00+00:00,1,104.45,0.03,0.26,26.57,0.19,0.72,1.45,0.43
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 08:00:00+00:00,1,96.18,0.02,0.16,27.2,0.14,0.52,0.9,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 09:00:00+00:00,1,94.42,0.01,0.14,27.13,0.12,0.5,0.82,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 10:00:00+00:00,1,95.0,0.01,0.15,27.01,0.13,0.5,0.82,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 11:00:00+00:00,1,95.62,0.01,0.17,26.22,0.13,0.51,0.92,0.38
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 12:00:00+00:00,1,96.21,0.02,0.19,25.27,0.13,0.55,1.07,0.39
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 13:00:00+00:00,1,98.33,0.02,0.27,22.75,0.13,0.62,1.41,0.44
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 14:00:00+00:00,1,104.99,0.02,0.43,20.15,0.15,0.81,1.98,0.55
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 15:00:00+00:00,1,112.98,0.01,0.64,18.56,0.18,1.06,2.6,0.66
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 16:00:00+00:00,1,128.05,0.01,0.96,16.35,0.21,1.63,3.86,0.89
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 17:00:00+00:00,1,149.87,0.01,1.32,13.78,0.25,2.53,5.7,1.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 18:00:00+00:00,1,169.09,0.01,1.54,11.84,0.28,3.39,7.06,1.56
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 19:00:00+00:00,1,184.93,0.01,1.69,10.39,0.32,4.0,7.74,1.93
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 20:00:00+00:00,1,195.34,0.02,1.77,9.34,0.32,4.23,7.72,2.11
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 21:00:00+00:00,1,196.31,0.01,1.74,8.56,0.27,4.02,7.03,2.09
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 22:00:00+00:00,1,193.57,0.01,1.61,7.66,0.22,3.7,6.18,1.81
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-08 23:00:00+00:00,1,192.05,0.01,1.49,7.13,0.18,3.47,5.61,1.57
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 00:00:00+00:00,1,191.2,0.01,1.4,7.09,0.15,3.31,5.26,1.42
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 01:00:00+00:00,1,187.98,0.01,1.28,7.53,0.13,3.13,5.02,1.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 02:00:00+00:00,1,185.35,0.01,1.14,7.42,0.1,3.02,4.86,0.92
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 03:00:00+00:00,1,184.3,0.03,1.0,7.34,0.1,2.99,4.56,0.74
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 04:00:00+00:00,1,186.03,0.19,0.76,8.53,0.12,3.02,4.87,0.66
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 05:00:00+00:00,1,192.01,0.24,0.65,11.99,0.16,3.35,5.97,0.68
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 06:00:00+00:00,1,197.08,0.18,0.5,18.05,0.19,3.97,6.99,0.97
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 07:00:00+00:00,1,106.09,0.04,0.12,26.87,0.16,0.85,1.63,0.41
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 08:00:00+00:00,1,96.71,0.02,0.09,26.68,0.12,0.67,1.17,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 09:00:00+00:00,1,95.34,0.02,0.09,26.56,0.11,0.67,1.12,0.3
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 10:00:00+00:00,1,95.27,0.02,0.09,26.82,0.11,0.7,1.13,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 11:00:00+00:00,1,94.79,0.02,0.1,27.09,0.1,0.77,1.23,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 12:00:00+00:00,1,93.9,0.02,0.1,27.67,0.1,0.84,1.33,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 13:00:00+00:00,1,95.0,0.03,0.15,27.42,0.11,0.97,1.68,0.47
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 14:00:00+00:00,1,99.61,0.04,0.26,26.81,0.14,1.16,2.24,0.67
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 15:00:00+00:00,1,105.1,0.03,0.43,26.0,0.17,1.36,2.84,0.85
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 16:00:00+00:00,1,117.53,0.0,0.74,22.92,0.2,1.79,4.02,1.06
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 17:00:00+00:00,1,136.21,0.0,1.03,19.84,0.24,2.51,5.7,1.27
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 18:00:00+00:00,1,151.67,0.0,1.21,18.19,0.28,3.19,7.01,1.59
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 19:00:00+00:00,1,160.67,0.0,1.29,16.79,0.3,3.66,7.77,1.7
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 20:00:00+00:00,1,164.74,0.01,1.29,15.82,0.25,3.85,7.84,1.39
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 21:00:00+00:00,1,161.16,0.0,1.2,15.86,0.2,3.69,7.02,1.21
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 22:00:00+00:00,1,151.37,0.0,1.04,16.67,0.17,3.25,5.77,1.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-09 23:00:00+00:00,1,148.39,0.0,0.96,15.73,0.15,3.23,5.35,1.08
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 00:00:00+00:00,1,146.28,0.0,0.89,15.05,0.15,3.2,5.0,0.96
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 01:00:00+00:00,1,145.02,0.0,0.83,13.46,0.12,3.18,4.74,0.78
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 02:00:00+00:00,1,145.74,0.01,0.76,10.9,0.09,3.22,4.68,0.67
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 03:00:00+00:00,1,147.94,0.03,0.67,8.63,0.09,3.35,4.93,0.63
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 04:00:00+00:00,1,156.22,0.21,0.49,8.09,0.14,3.74,6.16,0.66
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 05:00:00+00:00,1,166.82,0.25,0.49,11.47,0.18,4.38,7.72,0.84
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 06:00:00+00:00,1,174.28,0.18,0.43,18.03,0.22,5.21,9.09,1.19
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 07:00:00+00:00,1,91.77,0.03,0.11,36.61,0.17,1.19,2.33,0.41
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 08:00:00+00:00,1,84.38,0.02,0.09,38.3,0.13,0.96,1.79,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 09:00:00+00:00,1,83.04,0.01,0.1,38.62,0.11,0.98,1.73,0.33
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 10:00:00+00:00,1,82.21,0.01,0.11,39.6,0.1,1.0,1.7,0.32
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 11:00:00+00:00,1,80.93,0.01,0.12,40.53,0.09,1.02,1.7,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 12:00:00+00:00,1,79.95,0.01,0.12,41.42,0.08,1.01,1.7,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 13:00:00+00:00,1,79.88,0.01,0.15,41.29,0.08,0.9,1.59,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 14:00:00+00:00,1,81.59,0.0,0.21,39.92,0.09,0.77,1.51,0.42
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 15:00:00+00:00,1,83.91,0.0,0.29,39.3,0.09,0.69,1.48,0.49
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 16:00:00+00:00,1,91.79,0.0,0.47,36.49,0.13,0.91,2.23,0.76
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 17:00:00+00:00,1,105.37,0.0,0.72,32.63,0.2,1.44,3.75,1.27
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 18:00:00+00:00,1,116.22,0.0,0.88,30.21,0.25,1.94,5.12,1.82
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 19:00:00+00:00,1,124.45,0.0,1.0,28.48,0.29,2.38,6.29,2.3
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 20:00:00+00:00,1,130.54,0.0,1.06,26.21,0.28,2.71,6.98,2.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 21:00:00+00:00,1,130.31,0.0,1.02,23.77,0.21,2.77,6.8,1.68
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 22:00:00+00:00,1,127.1,0.0,0.93,21.24,0.14,2.72,6.3,1.11
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-10 23:00:00+00:00,1,126.31,0.0,0.88,19.11,0.11,2.74,5.93,0.96
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 00:00:00+00:00,1,126.19,0.0,0.86,17.84,0.11,2.78,5.75,0.99
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 01:00:00+00:00,1,125.09,0.0,0.83,16.9,0.11,2.77,5.56,0.99
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 02:00:00+00:00,1,125.06,0.0,0.79,14.48,0.09,2.81,5.55,0.83
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 03:00:00+00:00,1,126.62,0.02,0.75,12.36,0.09,2.9,5.7,0.73
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 04:00:00+00:00,1,134.67,0.17,0.61,11.51,0.13,3.22,6.56,0.8
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 05:00:00+00:00,1,146.85,0.23,0.61,13.78,0.18,3.85,7.88,1.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 06:00:00+00:00,1,157.01,0.19,0.58,19.3,0.22,4.74,9.22,1.44
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 07:00:00+00:00,1,85.92,0.03,0.13,41.7,0.16,0.9,2.0,0.46
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 08:00:00+00:00,1,79.29,0.02,0.08,44.58,0.12,0.69,1.49,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 09:00:00+00:00,1,78.08,0.02,0.07,44.46,0.11,0.69,1.4,0.34
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 10:00:00+00:00,1,78.1,0.02,0.07,43.84,0.1,0.71,1.34,0.34
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 11:00:00+00:00,1,77.96,0.01,0.09,42.07,0.1,0.73,1.33,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 12:00:00+00:00,1,78.14,0.01,0.11,39.83,0.09,0.75,1.35,0.35
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 13:00:00+00:00,1,79.28,0.01,0.14,37.11,0.08,0.74,1.32,0.36
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 14:00:00+00:00,1,82.03,0.01,0.2,34.82,0.08,0.75,1.37,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 15:00:00+00:00,1,85.53,0.0,0.27,33.34,0.09,0.8,1.48,0.4
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 16:00:00+00:00,1,90.82,0.0,0.36,30.72,0.11,0.89,1.73,0.45
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 17:00:00+00:00,1,99.77,0.0,0.48,27.93,0.13,1.06,2.15,0.52
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 18:00:00+00:00,1,107.65,0.0,0.55,25.41,0.14,1.2,2.48,0.5
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 19:00:00+00:00,1,112.89,0.0,0.59,22.85,0.14,1.31,2.74,0.48
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 20:00:00+00:00,1,116.48,0.0,0.6,20.72,0.13,1.36,2.78,0.42
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 21:00:00+00:00,1,116.15,0.0,0.55,18.95,0.1,1.26,2.39,0.34
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 22:00:00+00:00,1,113.22,0.0,0.48,17.94,0.08,1.11,2.01,0.29
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-11 23:00:00+00:00,1,110.44,0.0,0.43,17.09,0.07,1.04,1.87,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 00:00:00+00:00,1,106.8,0.0,0.37,16.69,0.07,0.93,1.66,0.27
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 01:00:00+00:00,1,101.8,0.0,0.32,16.89,0.06,0.7,1.29,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 02:00:00+00:00,1,97.44,0.0,0.29,16.9,0.05,0.52,0.94,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 03:00:00+00:00,1,94.31,0.0,0.27,16.75,0.05,0.5,0.78,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 04:00:00+00:00,1,90.36,0.01,0.25,17.15,0.07,0.5,0.74,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 05:00:00+00:00,1,87.09,0.03,0.24,17.7,0.09,0.5,0.79,0.28
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 06:00:00+00:00,1,84.9,0.04,0.22,18.43,0.1,0.5,0.84,0.31
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 07:00:00+00:00,1,80.23,0.03,0.15,21.82,0.08,0.5,0.68,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 08:00:00+00:00,1,78.22,0.02,0.12,23.15,0.07,0.5,0.64,0.21
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 09:00:00+00:00,1,77.05,0.02,0.1,23.16,0.07,0.5,0.62,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 10:00:00+00:00,1,77.97,0.02,0.11,22.68,0.08,0.5,0.66,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 11:00:00+00:00,1,79.83,0.02,0.14,21.32,0.09,0.52,0.77,0.25
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 12:00:00+00:00,1,80.77,0.02,0.16,19.69,0.09,0.55,0.83,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 13:00:00+00:00,1,80.15,0.02,0.19,17.93,0.09,0.55,0.85,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 14:00:00+00:00,1,80.05,0.02,0.23,16.53,0.09,0.55,0.89,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 15:00:00+00:00,1,80.33,0.01,0.29,15.58,0.09,0.57,0.95,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 16:00:00+00:00,1,80.53,0.0,0.31,15.03,0.09,0.6,1.07,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 17:00:00+00:00,1,81.36,0.0,0.32,14.95,0.09,0.62,1.18,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 18:00:00+00:00,1,81.71,0.0,0.32,15.31,0.09,0.63,1.2,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 19:00:00+00:00,1,80.66,0.0,0.3,16.05,0.09,0.55,1.09,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 20:00:00+00:00,1,78.55,0.0,0.27,17.2,0.07,0.5,0.86,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 21:00:00+00:00,1,75.24,0.0,0.23,18.51,0.06,0.5,0.64,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 22:00:00+00:00,1,71.96,0.0,0.19,19.84,0.05,0.5,0.53,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-12 23:00:00+00:00,1,69.71,0.0,0.17,20.95,0.05,0.5,0.51,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 00:00:00+00:00,1,68.29,0.0,0.16,21.98,0.04,0.5,0.51,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 01:00:00+00:00,1,67.47,0.0,0.15,23.01,0.04,0.5,0.5,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 02:00:00+00:00,1,67.04,0.0,0.15,23.86,0.04,0.5,0.5,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 03:00:00+00:00,1,66.92,0.0,0.15,24.57,0.05,0.5,0.51,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 04:00:00+00:00,1,67.32,0.01,0.16,25.19,0.05,0.5,0.56,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 05:00:00+00:00,1,68.09,0.02,0.16,25.45,0.07,0.5,0.63,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 06:00:00+00:00,1,68.44,0.03,0.15,25.71,0.08,0.5,0.67,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 07:00:00+00:00,1,67.51,0.02,0.12,26.43,0.07,0.5,0.59,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 08:00:00+00:00,1,66.01,0.02,0.09,25.8,0.06,0.5,0.51,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 09:00:00+00:00,1,65.09,0.01,0.07,24.63,0.06,0.5,0.5,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 10:00:00+00:00,1,65.06,0.01,0.06,23.9,0.05,0.5,0.5,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 11:00:00+00:00,1,65.25,0.01,0.06,22.92,0.05,0.5,0.52,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 12:00:00+00:00,1,65.78,0.01,0.06,21.84,0.05,0.5,0.56,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 13:00:00+00:00,1,66.9,0.01,0.08,20.69,0.06,0.5,0.63,0.19
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 14:00:00+00:00,1,68.63,0.01,0.12,19.68,0.08,0.52,0.81,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 15:00:00+00:00,1,70.12,0.0,0.17,19.07,0.09,0.54,1.01,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 16:00:00+00:00,1,70.91,0.0,0.2,18.46,0.09,0.58,1.18,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 17:00:00+00:00,1,72.28,0.0,0.22,17.99,0.09,0.6,1.3,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 18:00:00+00:00,1,73.12,0.0,0.22,17.57,0.09,0.62,1.35,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 19:00:00+00:00,1,72.9,0.0,0.23,16.97,0.09,0.59,1.31,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 20:00:00+00:00,1,72.23,0.0,0.22,16.55,0.08,0.58,1.17,0.21
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 21:00:00+00:00,1,70.45,0.0,0.2,16.33,0.06,0.55,0.95,0.18
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 22:00:00+00:00,1,68.58,0.0,0.18,16.4,0.05,0.51,0.84,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-13 23:00:00+00:00,1,67.04,0.0,0.16,16.7,0.05,0.5,0.79,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 00:00:00+00:00,1,65.64,0.0,0.14,17.26,0.05,0.5,0.75,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 01:00:00+00:00,1,64.48,0.0,0.13,18.0,0.05,0.5,0.72,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 02:00:00+00:00,1,63.85,0.0,0.12,18.37,0.05,0.5,0.72,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 03:00:00+00:00,1,63.42,0.0,0.12,18.61,0.05,0.5,0.73,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 04:00:00+00:00,1,63.38,0.01,0.13,18.75,0.06,0.5,0.78,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 05:00:00+00:00,1,63.21,0.03,0.12,19.24,0.07,0.5,0.83,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 06:00:00+00:00,1,62.58,0.03,0.1,20.3,0.08,0.5,0.81,0.24
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 07:00:00+00:00,1,61.06,0.02,0.08,23.3,0.06,0.5,0.67,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 08:00:00+00:00,1,59.5,0.02,0.06,24.9,0.05,0.5,0.6,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 09:00:00+00:00,1,58.13,0.02,0.05,25.77,0.05,0.5,0.57,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 10:00:00+00:00,1,58.06,0.01,0.04,26.39,0.04,0.5,0.52,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 11:00:00+00:00,1,58.34,0.01,0.05,26.36,0.04,0.51,0.55,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 12:00:00+00:00,1,58.55,0.01,0.06,26.14,0.05,0.52,0.58,0.12
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 13:00:00+00:00,1,58.6,0.01,0.08,25.56,0.05,0.51,0.56,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 14:00:00+00:00,1,59.13,0.0,0.11,24.9,0.05,0.51,0.55,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 15:00:00+00:00,1,59.61,0.0,0.13,24.31,0.05,0.51,0.56,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 16:00:00+00:00,1,59.49,0.0,0.14,23.5,0.06,0.52,0.59,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 17:00:00+00:00,1,60.18,0.0,0.14,23.01,0.06,0.52,0.62,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 18:00:00+00:00,1,60.69,0.0,0.14,22.75,0.06,0.52,0.64,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 19:00:00+00:00,1,60.55,0.0,0.14,22.45,0.06,0.51,0.67,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 20:00:00+00:00,1,60.08,0.0,0.13,22.43,0.05,0.51,0.62,0.14
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 21:00:00+00:00,1,58.9,0.0,0.12,22.43,0.04,0.5,0.53,0.12
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 22:00:00+00:00,1,58.34,0.0,0.11,22.46,0.04,0.5,0.53,0.12
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-14 23:00:00+00:00,1,58.25,0.0,0.11,22.37,0.04,0.5,0.56,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 00:00:00+00:00,1,58.42,0.0,0.11,22.46,0.04,0.5,0.57,0.13
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 01:00:00+00:00,1,58.68,0.0,0.11,22.5,0.05,0.5,0.56,0.14
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 02:00:00+00:00,1,59.15,0.0,0.12,22.48,0.05,0.5,0.54,0.15
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 03:00:00+00:00,1,60.17,0.0,0.12,22.75,0.05,0.5,0.53,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 04:00:00+00:00,1,62.09,0.01,0.13,23.33,0.06,0.5,0.61,0.19
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 05:00:00+00:00,1,64.03,0.03,0.13,24.26,0.07,0.5,0.72,0.23
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 06:00:00+00:00,1,65.31,0.03,0.12,25.43,0.08,0.5,0.79,0.26
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 07:00:00+00:00,1,66.49,0.03,0.09,28.88,0.07,0.5,0.67,0.22
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 08:00:00+00:00,1,66.36,0.02,0.07,30.59,0.07,0.5,0.62,0.21
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 09:00:00+00:00,1,66.06,0.02,0.07,31.23,0.07,0.5,0.62,0.2
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 10:00:00+00:00,1,65.78,0.01,0.06,33.06,0.06,0.5,0.53,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 11:00:00+00:00,1,65.26,0.01,0.06,33.58,0.05,0.5,0.53,0.16
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 12:00:00+00:00,1,65.35,0.01,0.06,32.9,0.05,0.5,0.55,0.17
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 13:00:00+00:00,1,65.9,0.02,0.08,31.05,0.06,0.5,0.56,0.19
Antananarivo,Madagascar,-18.8792,47.5079,2025-12-15 14:00:00+00:00,1,67.57,0.02,0.12,28.35,0.08,0.5,0.6,0.24
